['loss', 'jaccard_coef_int', 'dice_coef'] : [-0.17353624105453491, 0.094213485717773438, 0.17353624105453491] : time :99.952338
['loss', 'jaccard_coef_int', 'dice_coef'] : [-0.064809888601303101, 0.033370539546012878, 0.064809888601303101] : time :93.099874
['loss', 'jaccard_coef_int', 'dice_coef'] : [-0.26334071159362793, 0.15163426101207733, 0.26334071159362793] : time :1458.646713
['loss', 'jaccard_coef_int', 'dice_coef'] : [-0.26333907246589661, 0.15163426101207733, 0.26333907246589661] : time :1778.089375
['loss', 'jaccard_coef_int', 'dice_coef'] : [-0.26328781247138977, 0.15163426101207733, 0.26328781247138977] : time :1977.543491
['loss', 'jaccard_coef_int', 'dice_coef'] : [-0.26334026455879211, 0.15163426101207733, 0.26334026455879211] : time :2005.283218
['loss', 'jaccard_coef_int', 'dice_coef'] : [-0.26334026455879211, 0.15163426101207733, 0.26334026455879211] : time :1980.475112
['loss', 'jaccard_coef_int', 'dice_coef'] : [-0.26334026455879211, 0.15163426101207733, 0.26334026455879211] : time :1948.88877
['loss', 'jaccard_coef_int', 'dice_coef'] : [-0.26334026455879211, 0.15163426101207733, 0.26334026455879211] : time :1954.998706
['loss', 'jaccard_coef_int', 'dice_coef'] : [-0.26334026455879211, 0.15163426101207733, 0.26334026455879211] : time :1981.750576
['loss', 'jaccard_coef_int', 'dice_coef'] : [-0.26334026455879211, 0.15163426101207733, 0.26334026455879211] : time :1984.728871
['loss', 'jaccard_coef_int', 'dice_coef'] : [-0.26334032416343689, 0.15163426101207733, 0.26334032416343689] : time :1987.76812
['loss', 'jaccard_coef_int', 'dice_coef'] : [-0.26334026455879211, 0.15163426101207733, 0.26334026455879211] : time :1921.824915
['loss', 'jaccard_coef_int', 'dice_coef'] : [-0.26334026455879211, 0.15163426101207733, 0.26334026455879211] : time :2010.329379
['loss', 'jaccard_coef_int', 'dice_coef'] : [-0.26334026455879211, 0.15163426101207733, 0.26334026455879211] : time :2079.146741
['loss', 'jaccard_coef_int', 'dice_coef'] : [-0.26334026455879211, 0.15163426101207733, 0.26334026455879211] : time :2082.37959
